transaction_id,timestamp,customer_id,amount,merchant,category,location,device,channel,payment_type,ip_address,is_fraud,fraud_type,notes
TXN_000057,2025-09-15 15:05:00,CUST_00035,9455.21,Reliance Retail,electronics,"Hyderabad, TS",iOS App,ATM,Net Banking,136.249.136.211,1,velocity_attack,Part of rapid successive transactions (velocity pattern detected)
TXN_000155,2025-09-01 03:16:00,CUST_00021,1712.95,ICICI Bank,transport,"Jaipur, RJ",UPI App,Mobile App,Wallet,137.23.50.112,0,,
TXN_000060,2025-09-20 18:51:00,CUST_00076,747.23,Apple Store,utilities,"Mumbai, MH",iOS App,POS,Debit Card,135.169.203.167,0,,
TXN_000015,2025-08-20 20:57:00,CUST_00058,766.71,Ola,food,"Delhi, DL",UPI App,UPI,UPI,72.247.121.43,0,,
TXN_000024,2025-08-29 04:05:00,CUST_00031,1505.0,Croma,food,"Hyderabad, TS",iOS App,POS,Credit Card,100.219.235.90,0,,
TXN_000010,2025-08-24 01:57:00,CUST_00068,1190.5,BigBasket,retail,"Pune, MH",Android App,UPI,UPI,70.197.248.209,0,,
TXN_000126,2025-08-11 16:42:00,CUST_00036,163.19,Reliance Retail,entertainment,"Kolkata, WB",iOS App,ATM,UPI,137.246.226.168,0,,
TXN_000199,2025-08-29 22:31:00,CUST_00010,806.57,BigBasket,transport,"Jaipur, RJ",Web Browser,Mobile App,UPI,89.216.155.212,0,,
TXN_000080,2025-09-30 03:18:00,CUST_00035,187.26,MakeMyTrip,retail,"Pune, MH",ATM,Mobile App,Credit Card,211.17.46.192,0,,
TXN_000139,2025-09-13 21:08:00,CUST_00017,6650.46,MakeMyTrip,transport,"Ahmedabad, GJ",Android App,Internet Banking,Net Banking,137.49.141.49,0,,
TXN_000127,2025-09-02 02:57:00,CUST_00033,419.06,IRCTC,grocery,"Bangalore, KA",UPI App,UPI,Credit Card,212.69.26.26,0,,
TXN_000049,2025-09-28 05:45:00,CUST_00073,1660.83,Starbucks,retail,"Hyderabad, TS",Android App,UPI,UPI,89.10.209.116,0,,
TXN_000185,2025-09-10 22:47:00,CUST_00022,681.47,Target,grocery,"Bangalore, KA",iOS App,Mobile App,Credit Card,80.160.196.90,0,,
TXN_000037,2025-10-04 08:26:00,CUST_00059,125.37,IRCTC,utilities,"Kolkata, WB",iOS App,ATM,Credit Card,215.27.20.194,0,,
TXN_000145,2025-09-13 22:05:00,CUST_00078,1756.51,Starbucks,retail,"Roorkee, UK",Web Browser,ATM,UPI,103.249.97.247,0,,
TXN_000146,2025-09-26 22:19:00,CUST_00016,1469.18,Ola,grocery,"Jaipur, RJ",Web Browser,ATM,Debit Card,141.141.254.120,0,,
TXN_000200,2025-09-08 01:49:00,CUST_00078,152.11,PhonePe,retail,"Kolkata, WB",iOS App,POS,Net Banking,191.201.127.25,0,,
TXN_000180,2025-09-21 13:08:00,CUST_00012,1719.08,Airbnb,grocery,"Delhi, DL",Android App,POS,Debit Card,131.222.145.87,0,,
TXN_000181,2025-10-05 14:50:00,CUST_00071,1082.9,Paytm,food,Singapore,ATM,POS,UPI,158.61.67.226,0,,
TXN_000008,2025-10-02 15:12:00,CUST_00049,3896.82,Airbnb,grocery,"Mumbai, MH",Web Browser,Branch,Debit Card,77.85.222.41,0,,
TXN_000196,2025-08-14 08:26:00,CUST_00076,1896.13,McDonalds,grocery,"Hyderabad, TS",Web Browser,Branch,UPI,134.10.192.218,0,,
TXN_000092,2025-08-31 02:52:00,CUST_00055,654.52,Swiggy,financial,"Hyderabad, TS",Android App,Mobile App,Debit Card,74.139.19.170,0,,
TXN_000179,2025-09-01 18:04:00,CUST_00054,741.68,Starbucks,electronics,"Delhi, DL",Web Browser,POS,Net Banking,132.158.1.223,0,,
TXN_000189,2025-09-20 19:26:00,CUST_00051,303.86,Starbucks,financial,"Kolkata, WB",POS Terminal,Internet Banking,Debit Card,70.89.40.131,0,,
TXN_000082,2025-09-28 21:38:00,CUST_00011,777.42,Tata Power,entertainment,"Ahmedabad, GJ",ATM,Mobile App,Debit Card,222.183.249.135,0,,
TXN_000152,2025-08-11 22:45:00,CUST_00080,513.25,McDonalds,financial,"Kolkata, WB",UPI App,Internet Banking,Debit Card,69.177.16.24,0,,
TXN_000061,2025-10-05 05:20:00,CUST_00011,695.03,Walmart,utilities,"Ahmedabad, GJ",UPI App,ATM,Credit Card,72.121.50.195,0,,
TXN_000046,2025-10-02 06:57:00,CUST_00013,564.04,MakeMyTrip,transport,"Mumbai, MH",POS Terminal,ATM,Credit Card,212.232.251.27,0,,
TXN_000045,2025-09-07 02:13:00,CUST_00030,1438.62,Target,travel,"Jaipur, RJ",ATM,ATM,Wallet,183.162.144.252,0,,
TXN_000091,2025-09-06 05:25:00,CUST_00050,401.6,ICICI Bank,entertainment,"Kolkata, WB",ATM,Branch,Debit Card,81.181.47.166,0,,
